FID,OBJECTID,StopID,Latitude,Longitude,Name,CleverID,Zone_,Direction,Routes_Sor,Mode,Shelter_Pu
994,995,W03550,40.443970000000000,-80.040460999999993,CHARTIERS AVE AT LORENZ AVE,4134.000000000000000,1,Outbound,26,Bus,No Shelter
995,996,W03420,40.443083999999999,-80.039598999999995,CHARTIERS AVE AT MARLOW ST,4133.000000000000000,1,Outbound,26,Bus,No Shelter
996,997,W03600,40.452091000000003,-80.052853999999996,CHARTIERS AVE AT MUNICIPAL ST,19618.000000000000000,1,Inbound,26,Bus,No Shelter
997,998,W03610,40.447324999999999,-80.043959000000001,CHARTIERS AVE AT NITTANY ST,4137.000000000000000,1,Outbound,26,Bus,No Shelter
998,999,W03980,40.447268999999999,-80.044208999999995,CHARTIERS AVE AT NITTANY ST FS,19705.000000000000000,1,Inbound,26,Bus,No Shelter
999,1000,W03410,40.450785000000003,-80.047741000000002,CHARTIERS AVE AT PITTSBURGH CLASSICAL ACADEMY,20497.000000000000000,1,Inbound,26,Bus,No Shelter
1000,1001,W03800,40.453785000000003,-80.060709000000003,CHARTIERS AVE AT UNIVERSAL ST,4147.000000000000000,1,Outbound,26,Bus,No Shelter
1001,1002,W04070,40.453629999999997,-80.060584000000006,CHARTIERS AVE AT UNIVERSAL ST,4095.000000000000000,1,Inbound,26,Bus,No Shelter
1002,1003,W03870,40.444983999999998,-80.041503000000006,CHARTIERS AVE OPP AZALIA ST,4135.000000000000000,1,Outbound,26,Bus,No Shelter
1003,1004,W03300,40.450206999999999,-80.045320000000004,CHARTIERS AVE OPP CORLISS ST,4104.000000000000000,1,Inbound,26,Bus,No Shelter
1004,1005,W03895,40.449528000000001,-80.044891000000007,CHARTIERS AVE OPP DANLEY ST,4105.000000000000000,1,Inbound,26,Bus,No Shelter
1005,1006,W03900,40.454045999999998,-80.056286000000000,CHARTIERS AVE OPP DITZLER ST,4144.000000000000000,1,Outbound,26,Bus,No Shelter
1006,1007,W03910,40.451388999999999,-80.050210000000007,CHARTIERS AVE OPP DUBOIS ST,4141.000000000000000,1,Outbound,26,Bus,No Shelter
1007,1008,W03380,40.453620999999998,-80.063920999999993,CHARTIERS AVE OPP FAIRDALE ST,19734.000000000000000,1,Inbound,26,Bus,No Shelter
1008,1009,W03400,40.453755999999998,-80.064581000000004,CHARTIERS AVE OPP FURMAN WAY FS,20476.000000000000000,1,Inbound,26,Bus,No Shelter
1009,1010,W03320,40.452641000000000,-80.054243000000000,CHARTIERS AVE OPP LITCHFIELD ST STEPS,19204.000000000000000,1,Outbound,26,Bus,No Shelter
1010,1011,W03960,40.443109000000000,-80.039856000000000,CHARTIERS AVE OPP MARLOW ST,4110.000000000000000,1,Inbound,26,Bus,No Shelter
1011,1012,W03970,40.452202999999997,-80.052644000000001,CHARTIERS AVE OPP MUNICIPAL ST,4142.000000000000000,1,Outbound,26,Bus,No Shelter
1012,1013,W10970,40.449790999999998,-80.068177000000006,LADOGA ST AT #3218,4086.000000000000000,1,Inbound,26,Bus,No Shelter
1013,1014,W10940,40.450584999999997,-80.069453999999993,LADOGA ST AT KATHY DR,4154.000000000000000,1,Outbound,26,Bus,No Shelter
1014,1015,W10950,40.451405999999999,-80.069396999999995,LADOGA ST AT MIDDLETOWN RD,4088.000000000000000,1,Inbound,26,Bus,No Shelter
1015,1016,W10980,40.450761999999997,-80.069378999999998,LADOGA ST AT WELLER ST,19193.000000000000000,1,Inbound,26,Bus,No Shelter
1016,1017,W11000,40.449818000000000,-80.068473999999995,LADOGA ST OPP #3224,19706.000000000000000,1,Outbound,26,Bus,No Shelter
1017,1018,W15700,40.458317000000001,-80.064008000000001,MOYER ST AT ALLENDALE ST,4199.000000000000000,1,Both,26,Bus,No Shelter
1018,1019,W02460,40.451355999999997,-80.078593999999995,BROADHEAD-FORDING RD AT VILLAGE RD #1,3732.000000000000000,1,Inbound,27,Bus,No Shelter
1019,1020,W02450,40.449663000000001,-80.080684000000005,BROADHEAD-FORDING RD AT VILLAGE RD #2,3731.000000000000000,1,Inbound,27,Bus,No Shelter
1020,1021,W23981,40.451588999999998,-80.078541000000001,BROADHEAD-FORDING RD OPP VILLAGE RD #1,4302.000000000000000,1,Outbound,27,Bus,No Shelter
1021,1022,W02440,40.449911999999998,-80.080591999999996,BROADHEAD-FORDING RD OPP VILLAGE RD #2,4303.000000000000000,1,Outbound,27,Bus,No Shelter
1022,1023,W02555,40.448523999999999,-80.082300000000004,BROADHEAD-FORDING RD OPP W PROSPECT AVE NS,17503.000000000000000,1,Outbound,27,Bus,No Shelter
1023,1024,W03370,40.458086999999999,-80.075810000000004,CHARTIERS AVE AT EYRE WAY,4120.000000000000000,1,Inbound,27,Bus,No Shelter
1024,1025,W70115,40.458238999999999,-80.070712999999998,CHARTIERS AVE AT HARLOW ST,4180.000000000000000,1,Outbound,27,Bus,No Shelter
1025,1026,W03500,40.458055000000002,-80.070903999999999,CHARTIERS AVE AT KRUPP ST,4122.000000000000000,1,Inbound,27,Bus,No Shelter
1026,1027,W03590,40.457715999999998,-80.073098000000002,CHARTIERS AVE AT MIDDLETOWN RD,4181.000000000000000,1,Outbound,27,Bus,No Shelter
1027,1028,W03620,40.457898999999998,-80.067344000000006,CHARTIERS AVE AT OETTING ST,4178.000000000000000,1,Outbound,27,Bus,No Shelter
1028,1029,W03630,40.458368000000000,-80.069292000000004,CHARTIERS AVE AT OLTMAN ST,4123.000000000000000,1,Inbound,27,Bus,No Shelter
1029,1030,W03640,40.458539000000002,-80.069342000000006,CHARTIERS AVE AT OLTMAN ST FS,19215.000000000000000,1,Outbound,27,Bus,No Shelter
1030,1031,W03840,40.459302999999998,-80.077522000000002,CHARTIERS AVE AT WINDGAP AVE,4184.000000000000000,1,Outbound,27,Bus,No Shelter
1031,1032,W03990,40.457811999999997,-80.067526000000001,CHARTIERS AVE OPP OETTING ST,4124.000000000000000,1,Inbound,27,Bus,No Shelter
1032,1033,W04080,40.458764000000002,-80.076753999999994,CHARTIERS AVE OPP WARFLE ST,4183.000000000000000,1,Outbound,27,Bus,No Shelter
1033,1034,W14390,40.447626000000000,-80.061871999999994,MIDDLETOWN RD AT #2847,4231.000000000000000,1,Inbound,27,Bus,No Shelter
1034,1035,W14420,40.450718000000002,-80.067003999999997,MIDDLETOWN RD AT #3205,4227.000000000000000,1,Inbound,27,Bus,No Shelter
1035,1036,W14430,40.450881000000003,-80.066899000000006,MIDDLETOWN RD AT #3206,4266.000000000000000,1,Outbound,27,Bus,No Shelter
1036,1037,W14210,40.448546000000000,-80.063067000000004,MIDDLETOWN RD AT BERRY ST,4230.000000000000000,1,Inbound,27,Bus,No Shelter
1037,1038,W14220,40.448520000000002,-80.062680000000000,MIDDLETOWN RD AT BERRY ST,4263.000000000000000,1,Outbound,27,Bus,No Shelter
1038,1039,W14270,40.445639000000000,-80.060123000000004,MIDDLETOWN RD AT HODGSON AVE,4233.000000000000000,1,Inbound,27,Bus,No Shelter
1039,1040,W14300,40.446638999999998,-80.060759000000004,MIDDLETOWN RD AT JUSTINE ST,4261.000000000000000,1,Outbound,27,Bus,No Shelter
1040,1041,W14310,40.451594000000000,-80.069243000000000,MIDDLETOWN RD AT LADOGA ST,4268.000000000000000,1,Outbound,27,Bus,No Shelter
1041,1042,W14340,40.446691999999999,-80.061099999999996,MIDDLETOWN RD AT MARSHALL ST,4232.000000000000000,1,Inbound,27,Bus,No Shelter
1042,1043,W14350,40.444178999999998,-80.055940000000007,MIDDLETOWN RD AT MARTERA PL FS,19212.000000000000000,1,Outbound,27,Bus,No Shelter
1043,1044,W14360,40.450240000000001,-80.065211000000005,MIDDLETOWN RD AT MUTUAL ST,4265.000000000000000,1,Outbound,27,Bus,No Shelter
1044,1045,W14450,40.447595000000000,-80.061606999999995,MIDDLETOWN RD AT STRAKA ST FS,4262.000000000000000,1,Outbound,27,Bus,No Shelter
1045,1046,W14460,40.444445999999999,-80.058408000000000,MIDDLETOWN RD AT STRATMORE ST FS,19206.000000000000000,1,Inbound,27,Bus,No Shelter
1046,1047,W14480,40.449528999999998,-80.064503999999999,MIDDLETOWN RD AT TYNDALL ST,4229.000000000000000,1,Inbound,27,Bus,No Shelter
1047,1048,W14490,40.449511000000001,-80.064097000000004,MIDDLETOWN RD AT TYNDALL ST,4264.000000000000000,1,Outbound,27,Bus,No Shelter
1048,1049,W14495,40.451098999999999,-80.067691999999994,MIDDLETOWN RD AT WYNETTE ST,4267.000000000000000,1,Outbound,27,Bus,No Shelter
1049,1050,W14540,40.445762000000002,-80.059978999999998,MIDDLETOWN RD OPP HODGSON AVE FS,4260.000000000000000,1,Outbound,27,Bus,No Shelter
1050,1051,W14570,40.450169000000002,-80.065489999999997,MIDDLETOWN RD OPP MUTUAL ST,4228.000000000000000,1,Inbound,27,Bus,No Shelter
1051,1052,W14580,40.444580999999999,-80.058369999999996,MIDDLETOWN RD OPP STRATMORE ST,4259.000000000000000,1,Outbound,27,Bus,No Shelter
1052,1053,W26290,40.447614000000002,-80.074157000000000,W PROSPECT AVE AT #210,4270.000000000000000,1,Inbound,27,Bus,No Shelter
1053,1054,W26300,40.447446999999997,-80.074226999999993,W PROSPECT AVE AT #221 (STEPS),4222.000000000000000,1,Outbound,27,Bus,No Shelter
1054,1055,W26186,40.446364000000003,-80.078667999999993,W PROSPECT AVE AT ALLEGHENY VALLEY SCHOOL,4220.000000000000000,1,Outbound,27,Bus,No Shelter
1055,1056,W26190,40.446947999999999,-80.080489999999998,W PROSPECT AVE AT ARBORDALE ST FS,4273.000000000000000,1,Inbound,27,Bus,No Shelter
1056,1057,W70116,40.447178000000001,-80.069509999999994,W PROSPECT AVE AT BERRY ST FS,19620.000000000000000,1,Inbound,27,Bus,No Shelter
1057,1058,W26210,40.448264000000002,-80.082350000000005,W PROSPECT AVE AT BROADHEAD-FORDING RD,4275.000000000000000,1,Inbound,27,Bus,No Shelter
1058,1059,W26250,40.447476999999999,-80.071737999999996,W PROSPECT AVE AT KINGSLAND AVE,4223.000000000000000,1,Outbound,27,Bus,No Shelter
1059,1060,W26340,40.446579999999997,-80.078562000000005,W PROSPECT AVE OPP ALLEGHENY VALLEY SCHOOL,4272.000000000000000,1,Inbound,27,Bus,No Shelter
1060,1061,W26350,40.446848000000003,-80.080601999999999,W PROSPECT AVE OPP ARBORDALE ST,4219.000000000000000,1,Outbound,27,Bus,No Shelter
1061,1062,W26360,40.446931999999997,-80.069154999999995,W PROSPECT AVE OPP BERRY ST,4225.000000000000000,1,Outbound,27,Bus,No Shelter
1062,1063,W26280,40.447611000000002,-80.071562999999998,W PROSPECT AVE OPP KINGSLAND AVE,4269.000000000000000,1,Inbound,27,Bus,No Shelter
1063,1064,W25670,40.458129999999997,-80.079013000000003,WINDGAP AVE AT BELHURST AVE,3741.000000000000000,1,Inbound,27,Bus,No Shelter
1064,1065,W25680,40.458393999999998,-80.079031999999998,WINDGAP AVE AT BELHURST AVE,3752.000000000000000,1,Outbound,27,Bus,No Shelter
1065,1066,W25710,40.459158000000002,-80.077732999999995,WINDGAP AVE AT CHARTIERS AVE,3742.000000000000000,1,Inbound,27,Bus,No Shelter
1066,1067,W25750,40.456187999999997,-80.080366999999995,WINDGAP AVE AT SUMMERDALE ST,3753.000000000000000,1,Outbound,27,Bus,No Shelter
1067,1068,W25775,40.456217000000002,-80.080111000000002,WINDGAP AVE AT SUMMERDALE ST FS,3740.000000000000000,1,Inbound,27,Bus,No Shelter
1068,1069,W04678,40.451877000000003,-80.199180999999996,CLIFF MINE RD AT ENLOW RD,5088.000000000000000,2,Inbound,29,Bus,No Shelter
1069,1070,W70102,40.451739000000003,-80.205323000000007,CLIFF MINE RD AT OAK MOSS DR,19219.000000000000000,2,Inbound,29,Bus,No Shelter
1070,1071,W04720,40.452280999999999,-80.201875000000001,CLIFF MINE RD AT OMSLAER STEEL SUPPLIES,4983.000000000000000,2,Outbound,29,Bus,No Shelter
1071,1072,W04840,40.452112000000000,-80.201879000000005,CLIFF MINE RD AT OMSLAER STEEL SUPPLIES,5087.000000000000000,2,Inbound,29,Bus,No Shelter
1072,1073,W04795,40.452176999999999,-80.199044999999998,CLIFF MINE RD OPP ENLOW RD,5048.000000000000000,2,Outbound,29,Bus,No Shelter
1073,1074,W04820,40.451850000000000,-80.205085999999994,CLIFF MINE RD OPP OAK MOSS DR,4984.000000000000000,2,Outbound,29,Bus,No Shelter
1074,1075,W70106,40.436818000000002,-80.069126999999995,CRENNELL AVE AT BROADHEAD AVE FS,4068.000000000000000,1,Inbound,29,Bus,No Shelter
1075,1076,W23089,40.434981999999998,-80.066434000000001,CRENNELL AVE AT CRAFTON MUNICIPAL BLDG,4070.000000000000000,1,Inbound,29,Bus,No Shelter
1076,1077,W70108,40.435786000000000,-80.068584999999999,CRENNELL AVE AT LINWOOD AVE,4069.000000000000000,1,Inbound,29,Bus,No Shelter
1077,1078,W70122,40.435701000000002,-80.068352000000004,CRENNELL AVE AT LINWOOD AVE,20828.000000000000000,1,Outbound,29,Bus,No Shelter
1078,1079,W05921,40.436698999999997,-80.068984000000000,CRENNELL AVE AT W CRAFTON AVE,19635.000000000000000,1,Outbound,29,Bus,No Shelter
1079,1080,W70100,40.442221000000004,-80.211404999999999,MAHONEY RD AT HAWTHORNE DR,19217.000000000000000,2,Inbound,29,Bus,No Shelter
1080,1081,W70104,40.445523999999999,-80.211782999999997,MAHONEY RD AT REDWOOD DR,19218.000000000000000,2,Inbound,29,Bus,No Shelter
1081,1082,W70105,40.442374000000001,-80.211624999999998,MAHONEY RD OPP HAWTHORNE DR,19224.000000000000000,2,Outbound,29,Bus,No Shelter
1082,1083,W70101,40.445722000000004,-80.211922999999999,MAHONEY RD OPP REDWOOD DR,19223.000000000000000,2,Outbound,29,Bus,No Shelter
1083,1084,W70037,40.425308000000001,-80.188552999999999,MCCARTAN DR OPP 4TH AISLE,17367.000000000000000,2,Both,29,Bus,No Shelter
1084,1085,W70033,40.437221000000001,-80.191671999999997,MCKEE RD AT CCAC WEST,17371.000000000000000,2,Outbound,29,Bus,No Shelter
1085,1086,W70034,40.437148000000001,-80.191333000000000,MCKEE RD OPP CCAC WEST,17369.000000000000000,2,Inbound,29,Bus,No Shelter
1086,1087,W15940,40.435870000000001,-80.064499999999995,NOBLE AVE AT E CRAFTON AVE,19630.000000000000000,1,Inbound,29,Bus,No Shelter
1087,1088,W70109,40.435862999999998,-80.064840000000004,NOBLE AVE AT E CRAFTON AVE,4170.000000000000000,1,Outbound,29,Bus,No Shelter
1088,1089,W16000,40.437368999999997,-80.063147000000001,NOBLE AVE AT SIDNEY ST,16380.000000000000000,1,Inbound,29,Bus,No Shelter
1089,1090,W16010,40.438237000000001,-80.063229000000007,NOBLE AVE AT STEUBEN ST,4075.000000000000000,1,Inbound,29,Bus,No Shelter
1090,1091,W16030,40.437876000000003,-80.063247000000004,NOBLE AVE OPP SIDNEY ST,4168.000000000000000,1,Outbound,29,Bus,No Shelter
1091,1092,W70035,40.422241000000000,-80.191621999999995,PTI DR AT MCKEE RD,19709.000000000000000,2,Inbound,29,Bus,No Shelter
1092,1093,W70036,40.421599999999998,-80.191511000000006,PTI DR AT MCKEE RD FS,17370.000000000000000,2,Outbound,29,Bus,No Shelter
1093,1094,W21450,40.440238000000001,-80.079988000000000,STEUBEN ST AT CRAFTON BLVD,3766.000000000000000,1,Inbound,29,Bus,No Shelter
1094,1095,W70137,40.442089000000003,-80.060586000000001,STEUBEN ST AT CUMBERLAND ST FS,21074.000000000000000,1,Inbound,29,Bus,No Shelter
1095,1096,W21860,40.438564000000000,-80.070099999999996,STEUBEN ST AT CVS DRVWY,5094.000000000000000,1,Outbound,29,Bus,No Shelter
1096,1097,W21490,40.439427000000002,-80.076241999999993,STEUBEN ST AT DUNCAN AVE,3767.000000000000000,1,Inbound,29,Bus,No Shelter
1097,1098,W21500,40.439570000000003,-80.075891999999996,STEUBEN ST AT DUNCAN AVE,5097.000000000000000,1,Outbound,29,Bus,No Shelter
1098,1099,W21965,40.440430999999997,-80.079836999999998,STEUBEN ST AT INGRAM AVE,5099.000000000000000,1,Outbound,29,Bus,No Shelter
1099,1100,W21600,40.439028000000000,-80.072816000000003,STEUBEN ST AT LINDEN AVE,5096.000000000000000,1,Outbound,29,Bus,No Shelter
1100,1101,W70135,40.439784000000003,-80.077950000000001,STEUBEN ST AT MCCORMICK AVE,21071.000000000000000,1,Inbound,29,Bus,No Shelter
1101,1102,W22020,40.438572000000001,-80.071434999999994,STEUBEN ST AT RICHMOND ST,5031.000000000000000,1,Inbound,29,Bus,No Shelter
1102,1103,W21690,40.440534000000000,-80.061198000000005,STEUBEN ST AT RIDENOUR AVE,5035.000000000000000,1,Inbound,29,Bus,No Shelter
1103,1104,W21840,40.443117000000001,-80.057638999999995,STEUBEN ST AT STRATMORE ST FS,5037.000000000000000,1,Inbound,29,Bus,No Shelter
1104,1105,W21870,40.438882999999997,-80.062528000000000,STEUBEN ST AT UNION AVE,5034.000000000000000,1,Inbound,29,Bus,No Shelter
1105,1106,W21880,40.439045000000000,-80.062685999999999,STEUBEN ST AT UNION AVE FS (NOBLE AVE),5092.000000000000000,1,Outbound,29,Bus,No Shelter
1106,1107,W70142,40.440731000000000,-80.061318999999997,STEUBEN ST AT WINLOCK AVE,21081.000000000000000,1,Outbound,29,Bus,No Shelter
1107,1108,W21680,40.442194999999998,-80.060738999999998,STEUBEN ST OPP CUMBERLAND ST,5090.000000000000000,1,Outbound,29,Bus,No Shelter
1108,1109,W70136,40.438284000000003,-80.069567000000006,STEUBEN ST OPP FOSTER AVE,21073.000000000000000,1,Inbound,29,Bus,No Shelter
1109,1110,W21980,40.438878000000003,-80.072992999999997,STEUBEN ST OPP LINDEN AVE,5030.000000000000000,1,Inbound,29,Bus,No Shelter
1110,1111,W21780,40.439898999999997,-80.077793999999997,STEUBEN ST OPP MCCORMICK AVE,5098.000000000000000,1,Outbound,29,Bus,No Shelter
1111,1112,W22032,40.443233999999997,-80.057778999999996,STEUBEN ST OPP STRATMORE ST,19225.000000000000000,1,Outbound,29,Bus,No Shelter
1112,1113,W23000,40.442779000000002,-80.095877000000002,STEUBENVILLE PIKE AT #4460,19227.000000000000000,1,Outbound,29,Bus,No Shelter
1113,1114,W22100,40.439945999999999,-80.083742000000001,STEUBENVILLE PIKE AT BALDWIN RD FS,5029.000000000000000,1,Inbound,29,Bus,No Shelter
1114,1115,W22610,40.444226999999998,-80.098990000000001,STEUBENVILLE PIKE AT E WINDHAVEN RD FS,19221.000000000000000,1,Inbound,29,Bus,No Shelter
1115,1116,W22220,40.441856999999999,-80.203048999999993,STEUBENVILLE PIKE AT FARMCREST DR,5057.000000000000000,2,Inbound,29,Bus,No Shelter
1116,1117,W22225,40.439717000000002,-80.089022999999997,STEUBENVILLE PIKE AT FIRESIDE INN,4363.000000000000000,1,Outbound,29,Bus,No Shelter
1117,1118,W22300,40.449322000000002,-80.107690000000005,STEUBENVILLE PIKE AT HADDOCK RD,17645.000000000000000,1,Inbound,29,Bus,No Shelter
1118,1119,W22310,40.449046000000003,-80.106160000000003,STEUBENVILLE PIKE AT LORISH RD NS (ECONO LODGE),19231.000000000000000,1,Outbound,29,Bus,No Shelter
1119,1120,W22870,40.449210000000001,-80.124943000000002,STEUBENVILLE PIKE AT MCCORMICK RD FS,3604.000000000000000,2,Inbound,29,Bus,No Shelter
1120,1121,W23001,40.449409000000003,-80.119202999999999,STEUBENVILLE PIKE AT MCKEES ROCKS RD,4370.000000000000000,2,Outbound,29,Bus,No Shelter
1121,1122,W22251,40.441155999999999,-80.206772000000001,STEUBENVILLE PIKE AT NORTH FAYETTE VFD,5058.000000000000000,2,Inbound,29,Bus,No Shelter
1122,1123,W22440,40.448602999999999,-80.121346000000003,STEUBENVILLE PIKE AT OMEGA DR,3605.000000000000000,2,Inbound,29,Bus,No Shelter
1123,1124,W22420,40.441813000000003,-80.198415999999995,STEUBENVILLE PIKE AT PALOMINO DR FS,5055.000000000000000,2,Inbound,29,Bus,No Shelter
1124,1125,W22430,40.439892000000000,-80.091237000000007,STEUBENVILLE PIKE AT PITTSBURGH MOTEL,5101.000000000000000,1,Outbound,29,Bus,No Shelter
1125,1126,W22850,40.448762000000002,-80.121225999999993,STEUBENVILLE PIKE AT ROBINSON MANOR BLVD,4371.000000000000000,2,Outbound,29,Bus,No Shelter
1126,1127,W22615,40.449286999999998,-80.119113999999996,STEUBENVILLE PIKE AT W WINDHAVEN RD FS,3606.000000000000000,2,Inbound,29,Bus,No Shelter
1127,1128,W22580,40.451430000000002,-80.131224000000003,STEUBENVILLE PIKE AT WEST HILLS PLAZA,3602.000000000000000,2,Inbound,29,Bus,No Shelter
1128,1129,W22617,40.440071000000003,-80.083917000000000,STEUBENVILLE PIKE OPP BALDWIN RD,19226.000000000000000,1,Outbound,29,Bus,No Shelter
1129,1130,W22690,40.441653000000002,-80.203179000000006,STEUBENVILLE PIKE OPP FARMCREST DR,5011.000000000000000,2,Outbound,29,Bus,No Shelter
1130,1131,W22700,40.439523000000001,-80.088988999999998,STEUBENVILLE PIKE OPP FIRESIDE INN,4330.000000000000000,1,Inbound,29,Bus,No Shelter
1131,1132,W22460,40.449406000000003,-80.124700000000004,STEUBENVILLE PIKE OPP MCCORMICK RD,4373.000000000000000,2,Outbound,29,Bus,No Shelter
1132,1133,W22720,40.440972000000002,-80.206733000000000,STEUBENVILLE PIKE OPP N FAYETTE VFD,19235.000000000000000,2,Outbound,29,Bus,No Shelter
1133,1134,W22830,40.441609999999997,-80.198210000000003,STEUBENVILLE PIKE OPP PALOMINO DR,5013.000000000000000,2,Outbound,29,Bus,No Shelter
1134,1135,W22990,40.451675000000002,-80.131347000000005,STEUBENVILLE PIKE OPP WEST HILLS PLAZA,5103.000000000000000,2,Outbound,29,Bus,No Shelter
1135,1136,W23090,40.452947000000002,-80.193622000000005,SUMMIT PARK DR AT #20,5045.000000000000000,2,Inbound,29,Bus,No Shelter
1136,1137,W23102,40.450533999999998,-80.190224000000001,SUMMIT PARK DR AT #35,5115.000000000000000,2,Outbound,29,Bus,No Shelter
1137,1138,W23093,40.449590000000001,-80.176496999999998,SUMMIT PARK DR AT ANDREW DR,3896.000000000000000,2,Outbound,29,Bus,No Shelter
1138,1139,W23092,40.449536000000002,-80.176091999999997,SUMMIT PARK DR AT ANDREW DR (WALMART),3818.000000000000000,2,Inbound,29,Bus,No Shelter
1139,1140,W23091,40.452899000000002,-80.193279000000004,SUMMIT PARK DR OPP #20,5116.000000000000000,2,Outbound,29,Bus,No Shelter
1140,1141,W23100,40.455132999999996,-80.192031000000000,SUMMIT PARK DR OPP PARK LANE #2,19625.000000000000000,2,Inbound,29,Bus,No Shelter
1141,1142,W25550,40.435184999999997,-80.066196000000005,WHITE AVE AT STOTZ AVE FS,20827.000000000000000,1,Outbound,29,Bus,No Shelter
1142,1143,W12250,40.409956999999999,-80.082582000000002,MAIN ST AT CHESTNUT ST,5406.000000000000000,1,Inbound,31,Bus,No Shelter
1143,1144,W12260,40.410254000000002,-80.082526999999999,MAIN ST AT CHESTNUT ST,4528.000000000000000,1,Outbound,31,Bus,No Shelter
1144,1145,W12350,40.412050000000001,-80.080045999999996,MAIN ST AT JANE ST,4527.000000000000000,1,Outbound,31,Bus,No Shelter
1145,1146,W12620,40.411907999999997,-80.079944999999995,MAIN ST OPP JANE ST,4412.000000000000000,1,Inbound,31,Bus,No Shelter
1146,1147,W17080,40.432797999999998,-80.051792000000006,NOBLESTOWN RD AT #2094,5465.000000000000000,1,Outbound,31,Bus,No Shelter
1147,1148,W17100,40.432017999999999,-80.052708999999993,NOBLESTOWN RD AT #2128,5466.000000000000000,1,Outbound,31,Bus,No Shelter
1148,1149,W17130,40.430281000000001,-80.053584999999998,NOBLESTOWN RD AT #2212,5468.000000000000000,1,Outbound,31,Bus,No Shelter
1149,1150,W17150,40.426428999999999,-80.060536999999997,NOBLESTOWN RD AT #2520,5472.000000000000000,1,Outbound,31,Bus,No Shelter
1150,1151,W16850,40.419024000000000,-80.066401999999997,NOBLESTOWN RD AT #2793,5414.000000000000000,1,Inbound,31,Bus,No Shelter
1151,1152,W18520,40.439619000000000,-80.035089999999997,NOBLESTOWN RD AT #29,4448.000000000000000,1,Inbound,31,Bus,No Shelter
1152,1153,W17600,40.439593000000002,-80.035228000000004,NOBLESTOWN RD AT #30,4492.000000000000000,1,Outbound,31,Bus,No Shelter
1153,1154,W17210,40.415059999999997,-80.072085999999999,NOBLESTOWN RD AT #604 (KENMORE ST STEPS),5410.000000000000000,1,Inbound,31,Bus,No Shelter
1154,1155,W17240,40.415697999999999,-80.070616999999999,NOBLESTOWN RD AT #640,5411.000000000000000,1,Inbound,31,Bus,No Shelter
1155,1156,W16120,40.413952999999999,-80.073280999999994,NOBLESTOWN RD AT ALTER ST,5483.000000000000000,1,Outbound,31,Bus,No Shelter
1156,1157,W16150,40.426642000000001,-80.056807000000006,NOBLESTOWN RD AT BALDWICK RD,5471.000000000000000,1,Outbound,31,Bus,No Shelter
1157,1158,W16160,40.436025000000001,-80.051686000000004,NOBLESTOWN RD AT BARTOW ST,5429.000000000000000,1,Inbound,31,Bus,No Shelter
1158,1159,W16170,40.436157999999999,-80.052197000000007,NOBLESTOWN RD AT BARTOW ST,5462.000000000000000,1,Outbound,31,Bus,No Shelter
1159,1160,W17960,40.420363000000002,-80.066704999999999,NOBLESTOWN RD AT BRENFORD AVE,5416.000000000000000,1,Inbound,31,Bus,No Shelter
1160,1161,W16290,40.434153999999999,-80.050172000000003,NOBLESTOWN RD AT COLESCOTT ST,5427.000000000000000,1,Inbound,31,Bus,No Shelter
1161,1162,W16340,40.437511999999998,-80.053950999999998,NOBLESTOWN RD AT CRAFTON BLVD FS,5461.000000000000000,1,Outbound,31,Bus,No Shelter
1162,1163,W16370,40.435046999999997,-80.050329000000005,NOBLESTOWN RD AT DENISONVIEW ST,5428.000000000000000,1,Inbound,31,Bus,No Shelter
1163,1164,W16390,40.413156000000001,-80.075501000000003,NOBLESTOWN RD AT DUNCAN WAY FS,5484.000000000000000,1,Outbound,31,Bus,No Shelter
1164,1165,W16400,40.423833000000002,-80.066603000000001,NOBLESTOWN RD AT DURBIN ST,5526.000000000000000,1,Outbound,31,Bus,No Shelter
1165,1166,W16240,40.431199999999997,-80.053503000000006,NOBLESTOWN RD AT FIRE STATION (#2200),5467.000000000000000,1,Outbound,31,Bus,No Shelter
1166,1167,W16550,40.434102000000003,-80.050431000000003,NOBLESTOWN RD AT HARRIS AVE FS,5464.000000000000000,1,Outbound,31,Bus,No Shelter
1167,1168,W16990,40.415934999999998,-80.067721000000006,NOBLESTOWN RD AT HAWTHORNE ST,5412.000000000000000,1,Inbound,31,Bus,No Shelter
1168,1169,W18220,40.426254999999998,-80.062116000000003,NOBLESTOWN RD AT HOLIDAY DR,5419.000000000000000,1,Inbound,31,Bus,No Shelter
1169,1170,W16640,40.413440999999999,-80.077110000000005,NOBLESTOWN RD AT IDLEWOOD AVE,5485.000000000000000,1,Outbound,31,Bus,No Shelter
1170,1171,W16570,40.417062999999999,-80.066061000000005,NOBLESTOWN RD AT MANSFIELD AVE FS,5413.000000000000000,1,Inbound,31,Bus,No Shelter
1171,1172,W16830,40.420755999999997,-80.067032999999995,NOBLESTOWN RD AT MORANGE RD,5528.000000000000000,1,Outbound,31,Bus,No Shelter
1172,1173,W16470,40.427120000000002,-80.055502000000004,NOBLESTOWN RD AT NOBLE MANOR (RITE AID),5470.000000000000000,1,Outbound,31,Bus,No Shelter
1173,1174,W16880,40.438147000000001,-80.049368000000001,NOBLESTOWN RD AT OBEY ST,4495.000000000000000,1,Outbound,31,Bus,No Shelter
